Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","428","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","428","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","428","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","428","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","428","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","422","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","422","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","422","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","422","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","422","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","426","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","426","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","426","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","426","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","426","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","430","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","430","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","430","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","430","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","430","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","434","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","434","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","434","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","434","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","434","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","440","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","440","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","440","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","440","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","440","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.81","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","450","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","450","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","450","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","450","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","450","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","454","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","454","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","454","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","454","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","454","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","462","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","462","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","462","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","462","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","462","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","466","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","466","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","466","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","466","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-2.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","466","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","470","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","470","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","470","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","470","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","470","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.98","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","478","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.96","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.86","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","480","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.81","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","484","Mexico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.16","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","496","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","496","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","496","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","496","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.72","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","496","Mongolia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","499","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","499","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","499","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","499","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","499","Montenegro","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","504","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","504","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","504","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","504","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","504","Morocco","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","516","Namibia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.52","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","520","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","520","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","520","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","520","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","520","Nauru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","524","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","524","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","524","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","524","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","524","Nepal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.91","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.82","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","554","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","554","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","554","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","554","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","554","New Zealand","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.95","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","562","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","562","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","562","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","562","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","562","Niger","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","566","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","566","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","566","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","566","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","566","Nigeria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","578","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","578","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","578","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","578","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","578","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","512","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","512","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","512","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","512","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","512","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","586","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","586","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","586","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-2.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","586","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","586","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.71","X","Figure from international organizations",""
